58438.133,64390.718,63607.55,60204.177,59816.0,Average: 61209.242333333335,Mode: wildfire Landscape: grass Size: 520
1756.009,1651.527,1575.611,1728.437,1637.276,Average: 1647.108,Mode: diffusion Landscape: grass Size: 520
47992.214,46089.144,51104.427,45410.251,48765.395,Average: 48426.691,Mode: wildfire Landscape: mixed Size: 560
967.747,970.719,968.561,978.525,981.991,Average: 976.359,Mode: diffusion Landscape: mixed Size: 560
41338.453,41593.478,40591.828,42527.495,42871.431,Average: 41996.918,Mode: wildfire Landscape: grass Size: 560
2000.19,1930.197,1978.407,1839.507,2034.042,Average: 1950.652,Mode: diffusion Landscape: grass Size: 560
53195.815,49017.541,51990.771,48303.455,49239.876,Average: 49844.700666666664,Mode: wildfire Landscape: mixed Size: 600
2084.987,2139.715,2120.819,1993.838,2072.366,Average: 2062.341,Mode: diffusion Landscape: mixed Size: 600
95105.812,96904.736,100556.533,100258.044,98959.373,Average: 99924.65,Mode: wildfire Landscape: grass Size: 600
2084.85,2166.705,2140.62,2224.726,2029.133,Average: 2131.493,Mode: diffusion Landscape: grass Size: 600
